response-time,DNS+dialup,DNS,Request-write,Response-delay,Response-read,status-code,offset
20.0012,0.0695,0.0010,0.0000,0.0274,19.9042,200,0.0012
20.0014,0.0580,0.0015,0.0000,0.0397,19.9037,200,0.0009
20.0013,0.0854,0.0015,0.0000,0.0188,19.8971,200,0.0011
20.0014,0.0599,0.0013,0.0001,0.0397,19.9016,200,0.0010
20.0013,0.0652,0.0015,0.0009,0.0574,19.8777,200,0.0011
20.0014,0.0847,0.0035,0.0000,0.0363,19.8803,200,0.0010
20.0012,0.0299,0.0010,0.0000,0.0229,19.9484,200,0.0013
20.0013,0.0299,0.0004,0.0000,0.0231,19.9482,200,0.0013
20.0014,0.0698,0.0009,0.0000,0.0339,19.8976,200,0.0012
20.0014,0.0399,0.0010,0.0000,0.0564,19.9051,200,0.0013
20.0014,0.0580,0.0011,0.0015,0.0410,19.9009,200,0.0014
20.0014,0.0697,0.0009,0.0000,0.0640,19.8677,200,0.0013
20.0015,0.1132,0.0009,0.0001,0.0227,19.8654,200,0.0012
20.0014,0.0596,0.0010,0.0000,0.0358,19.9060,200,0.0013
20.0015,0.1045,0.0010,0.0000,0.0338,19.8632,200,0.0013
20.0015,0.0848,0.0009,0.0000,0.0340,19.8828,200,0.0014
20.0015,0.1039,0.0032,0.0000,0.0337,19.8639,200,0.0014
20.0016,0.1035,0.0009,0.0000,0.0226,19.8754,200,0.0014
20.0016,0.0598,0.0146,0.0000,0.0638,19.8781,200,0.0015
20.0016,0.0576,0.0000,0.0023,0.0437,19.8981,200,0.0015
20.0017,0.0597,0.0006,0.0001,0.0740,19.8679,200,0.0015
20.0017,0.0529,0.0006,0.0000,0.0507,19.8981,200,0.0015
20.0017,0.0692,0.0011,0.0000,0.0524,19.8801,200,0.0015
20.0018,0.0598,0.0006,0.0001,0.0732,19.8686,200,0.0015
20.0018,0.0528,0.0005,0.0000,0.0428,19.9062,200,0.0015
20.0018,0.0263,0.0006,0.0000,0.0264,19.9492,200,0.0015
20.0020,0.0698,0.0009,0.0000,0.0276,19.9046,200,0.0014
20.0019,0.0806,0.0007,0.0000,0.0379,19.8833,200,0.0016
20.0019,0.0600,0.0005,0.0000,0.0629,19.8790,200,0.0016
20.0020,0.0291,0.0005,0.0000,0.0282,19.9445,200,0.0016
20.0020,0.0842,0.0027,0.0000,0.0252,19.8925,200,0.0016
20.0020,0.0845,0.0029,0.0000,0.0337,19.8837,200,0.0016
20.0019,0.1041,0.0004,0.0000,0.0340,19.8639,200,0.0017
20.0020,0.0661,0.0003,0.0000,0.0572,19.8787,200,0.0018
20.0020,0.0395,0.0003,0.0000,0.0596,19.9029,200,0.0018
20.0021,0.0527,0.0004,0.0000,0.0464,19.9030,200,0.0017
20.0021,0.0285,0.0005,0.0000,0.0287,19.9448,200,0.0017
20.0023,0.0524,0.0003,0.0000,0.0272,19.9224,200,0.0016
20.0021,0.0592,0.0007,0.0001,0.0441,19.8987,200,0.0018
20.0021,0.0284,0.0004,0.0000,0.0236,19.9501,200,0.0018
20.0025,0.0292,0.0000,0.0000,0.0279,19.9449,200,0.0014
20.0021,0.0564,0.0004,0.0000,0.0399,19.9058,200,0.0019
20.0021,0.0289,0.0004,0.0000,0.0283,19.9449,200,0.0019
20.0022,0.1035,0.0025,0.0000,0.0342,19.8645,200,0.0019
20.0022,0.1039,0.0029,0.0000,0.0317,19.8667,200,0.0019
20.0023,0.0259,0.0003,0.0000,0.0313,19.9451,200,0.0019
20.0022,0.0568,0.0006,0.0002,0.0420,19.9032,200,0.0019
20.0023,0.0592,0.0007,0.0000,0.0634,19.8796,200,0.0020
20.0024,0.1035,0.0224,0.0000,0.0320,19.8670,200,0.0019
20.0024,0.0592,0.0007,0.0001,0.0418,19.9013,200,0.0020
20.0024,0.0283,0.0005,0.0000,0.0202,19.9538,200,0.0020
20.0024,0.0289,0.0005,0.0000,0.0201,19.9535,200,0.0020
20.0024,0.0595,0.0005,0.0000,0.0734,19.8694,200,0.0020
20.0024,0.0522,0.0006,0.0036,0.0411,19.9055,200,0.0021
20.0024,0.0287,0.0005,0.0000,0.0230,19.9506,200,0.0020
20.0024,0.0202,0.0000,0.0000,0.0321,19.9501,200,0.0021
20.0026,0.0792,0.0103,0.0000,0.0385,19.8848,200,0.0020
20.0026,0.0698,0.0135,0.0000,0.0288,19.9039,200,0.0021
20.0026,0.0684,0.0131,0.0001,0.0521,19.8819,200,0.0022
20.0026,0.1334,0.0221,0.0000,0.0516,19.8176,200,0.0023
20.0035,0.0667,0.0099,0.0001,0.0522,19.8826,200,0.0021
20.0035,0.1308,0.0002,0.0002,0.0403,19.8296,200,0.0023
20.0038,0.0556,0.0003,0.0000,0.0306,19.9041,200,0.0022
20.0156,0.0642,0.0002,0.0000,0.0385,19.8975,200,0.0023
20.0171,0.0713,0.0003,0.0000,0.0349,19.8940,200,0.0023
